"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Feed","2023-05-04 18:50",,,"Formula","Bottle","90ml","Alert afrer"
"Diaper","2023-05-04 18:45",,,,,"Both, pee:medium poo:small",
"Feed","2023-05-04 14:40",,,"Formula","Bottle","50ml",
"Diaper","2023-05-04 14:35",,,,,"Both",
"Feed","2023-05-04 12:50",,,"Formula","Bottle","90ml","A little cranky, alert after\n"
"Diaper","2023-05-04 12:45",,,,,"Both, pee:medium",
"Feed","2023-05-04 10:05",,,"Formula","Bottle","90ml","Cranky"
"Diaper","2023-05-04 10:00",,,,,"Both, poo:medium",
"Feed","2023-05-04 07:45",,,"Formula","Bottle","90ml","Alert after"
"Diaper","2023-05-04 07:40",,,,,"Both",
"Feed","2023-05-04 04:31",,,"Formula","Bottle","85ml",
"Diaper","2023-05-04 04:25",,,,,"Both",
"Feed","2023-05-04 01:15",,,"Formula","Bottle","90ml",
"Diaper","2023-05-04 01:10",,,,,"Both",
"Feed","2023-05-03 21:45",,,"Formula","Bottle","90ml",
"Diaper","2023-05-03 21:40",,,,,"Both, pee:small poo:small",
"Feed","2023-05-03 19:32",,,"Formula","Bottle","90ml","Cranky"
"Diaper","2023-05-03 19:25",,,,,"Both",
"Feed","2023-05-03 17:30",,,"Formula","Bottle","90ml","Alert after, cranky"
"Diaper","2023-05-03 17:25",,,,,"Both, pee:medium poo:small",
"Feed","2023-05-03 13:55",,,"Formula","Bottle","90ml",
"Diaper","2023-05-03 13:50",,,,,"Both, pee:small poo:medium",
"Diaper","2023-05-03 11:30",,,,,"Pee",
"Feed","2023-05-03 11:30",,,"Formula","Bottle","90ml","Alert after, cranky"
"Diaper","2023-05-03 10:24",,,,,"Both, pee:medium poo:large",
"Feed","2023-05-03 09:15",,,"Formula","Bottle","90ml",
"Diaper","2023-05-03 09:05",,,,,"Both, pee:medium poo:large",
"Feed","2023-05-03 06:02",,,"Formula","Bottle","85ml",
"Diaper","2023-05-03 05:55",,,,,"Both, pee:medium poo:small",
"Feed","2023-05-03 02:45",,,"Formula","Bottle","90ml",
"Diaper","2023-05-03 02:40",,,,,"Both, pee:small poo:small",
"Feed","2023-05-02 22:50",,,"Formula","Bottle","85ml",
"Diaper","2023-05-02 22:45",,,,,"Poo:small",
"Diaper","2023-05-02 21:45",,,,,"Both, pee:small poo:large",
"Feed","2023-05-02 20:15",,,"Formula","Bottle","90ml","Threw up\nAlert after"
"Feed","2023-05-02 18:15",,,"Formula","Bottle","90ml",
"Diaper","2023-05-02 18:10",,,,,"Both, pee:medium",
"Feed","2023-05-02 14:00",,,"Formula","Bottle","80ml",
"Diaper","2023-05-02 13:55",,,,,"Pee",
"Feed","2023-05-02 11:48",,,"Formula","Bottle","90ml",
"Diaper","2023-05-02 11:37",,,,,"Both, pee:medium poo:large",
"Feed","2023-05-02 09:31",,,"Formula","Bottle","85ml",
"Diaper","2023-05-02 09:25",,,,,"Both, pee:medium poo:large",
"Feed","2023-05-02 06:56",,,"Formula","Bottle","85ml","Alert after"
"Diaper","2023-05-02 06:53",,,,,"Both, pee:medium poo:small",
"Feed","2023-05-02 03:15",,,"Formula","Bottle","85ml",
"Diaper","2023-05-02 03:10",,,,,"Both",
"Feed","2023-05-01 23:31",,,"Formula","Bottle","85ml",
"Diaper","2023-05-01 23:25",,,,,"Both, pee:small poo:small",
"Feed","2023-05-01 21:00",,,"Formula","Bottle","85ml",
"Diaper","2023-05-01 20:55",,,,,"Both",
"Feed","2023-05-01 18:25",,,"Formula","Bottle","80ml",
"Diaper","2023-05-01 18:20",,,,,"Both",
"Feed","2023-05-01 15:41",,,"Formula","Bottle","90ml","Spit up about 20 mins after"
"Diaper","2023-05-01 15:37",,,,,"Both, pee:small poo:medium",
"Feed","2023-05-01 13:12",,,"Formula","Bottle","90ml",
"Diaper","2023-05-01 13:05",,,,,"Both, pee:small poo:medium",
"Feed","2023-05-01 10:22",,,"Formula","Bottle","90ml","Vomited"
"Diaper","2023-05-01 10:15",,,,,"Both, pee:small",
"Diaper","2023-05-01 09:02",,,,,"Both, poo:small",
"Feed","2023-05-01 07:53",,,"Formula","Bottle","90ml","Alert after"
"Diaper","2023-05-01 07:50",,,,,"Both, pee:large poo:large",
"Feed","2023-05-01 04:50",,,"Formula","Bottle","90ml",
"Diaper","2023-05-01 04:48",,,,,"Both, pee:medium",
"Feed","2023-05-01 01:40",,,"Formula","Bottle","90ml",
"Diaper","2023-05-01 01:35",,,,,"Both",
"Feed","2023-04-30 22:19",,,"Formula","Bottle","85ml",
"Diaper","2023-04-30 22:18",,,,,"Both, pee:small poo:small",
"Feed","2023-04-30 19:56",,,"Formula","Bottle","90ml",
"Diaper","2023-04-30 19:50",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-30 17:34",,,"Formula","Bottle","90ml",
"Diaper","2023-04-30 17:30",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-30 14:15",,,"Formula","Bottle","85ml",
"Diaper","2023-04-30 14:10",,,,,"Both, pee:small poo:small",
"Feed","2023-04-30 12:01",,,"Formula","Bottle","85ml",
"Diaper","2023-04-30 11:55",,,,,"Both, pee:small poo:medium",
"Diaper","2023-04-30 09:52",,,,,"Both, poo:small",
"Feed","2023-04-30 09:52",,,"Formula","Bottle","80ml",
"Diaper","2023-04-30 07:51",,,,,"Both, poo:medium",
"Feed","2023-04-30 06:00",,,"Formula","Bottle","80ml",
"Diaper","2023-04-30 05:50",,,,,"Both, pee:small poo:small",
"Feed","2023-04-30 03:42",,,"Formula","Bottle","80ml",
"Diaper","2023-04-30 03:39",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-30 00:40",,,"Formula","Bottle","80ml",
"Diaper","2023-04-30 00:35",,,,"Diaper rash","Pee:small",
"Feed","2023-04-29 21:50",,,"Formula","Bottle","80ml",
"Diaper","2023-04-29 21:31",,,,,"Pee",
"Diaper","2023-04-29 20:45",,,,,"Both",
"Feed","2023-04-29 19:40",,,"Formula","Bottle","80ml",
"Diaper","2023-04-29 18:30",,,,,"Both",
"Feed","2023-04-29 17:51",,,"Formula","Bottle","80ml",
"Feed","2023-04-29 15:05",,,"Formula","Bottle","80ml",
"Diaper","2023-04-29 15:02",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-29 12:00",,,"Formula","Bottle","60ml",
"Diaper","2023-04-29 11:30",,,,,"Both, pee:small",
"Feed","2023-04-29 09:43",,,"Formula","Bottle","80ml",
"Diaper","2023-04-29 09:36",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-29 07:17",,,"Formula","Bottle","50ml",
"Diaper","2023-04-29 07:11",,,,,"Both",
"Feed","2023-04-29 04:42",,,"Formula","Bottle","80ml",
"Diaper","2023-04-29 04:39",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-29 02:22",,,"Formula","Bottle","60ml",
"Diaper","2023-04-29 02:15",,,,,"Both, poo:large",
"Diaper","2023-04-29 00:15",,,,,"Poo:small",
"Feed","2023-04-28 22:59",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 22:52",,,,,"Both, pee:medium",
"Feed","2023-04-28 20:00",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 19:48",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-28 18:09",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 18:05",,,,,"Both, pee:small poo:small",
"Diaper","2023-04-28 15:05",,,,,"Both, pee:small poo:small",
"Feed","2023-04-28 15:05",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 13:30",,,,,"Both",
"Feed","2023-04-28 12:29",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 12:22",,,,,"Both, pee:small poo:medium",
"Diaper","2023-04-28 12:17",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-28 10:15",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 10:14",,,,"Diaper rash","Pee",
"Diaper","2023-04-28 09:18",,,,"Diaper rash","Both",
"Feed","2023-04-28 08:01",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 07:55",,,,"Diaper rash","Both",
"Feed","2023-04-28 04:57",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 04:52",,,,,"Both, pee:small poo:small",
"Feed","2023-04-28 01:15",,,"Formula","Bottle","80ml",
"Diaper","2023-04-28 01:10",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-27 22:12",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 22:10",,,,,"Both",
"Diaper","2023-04-27 21:18",,,,,"Both, pee:small poo:small",
"Feed","2023-04-27 19:30",,,"Formula","Bottle","80ml","Was really fussy beginning around 7pm"
"Diaper","2023-04-27 19:05",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-27 17:43",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 17:10",,,,,"Both, pee:small poo:small",
"Feed","2023-04-27 15:28",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 13:40",,,,,"Both, pee:small poo:small",
"Feed","2023-04-27 12:37",,,"Formula","Bottle","60ml",
"Diaper","2023-04-27 12:21",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-27 10:23",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 10:20",,,,,"Both, pee:small poo:medium",
"Tummy time","2023-04-27 08:55","2023-04-27 09:20","00:25",,,,
"Feed","2023-04-27 08:00",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 07:58",,,,,"Both, pee:small poo:large",
"Feed","2023-04-27 05:00",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 04:55",,,,,"Both, pee:small poo:small",
"Feed","2023-04-27 02:02",,,"Formula","Bottle","80ml",
"Diaper","2023-04-27 01:55",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-26 22:55",,,"Formula","Bottle","80ml",
"Diaper","2023-04-26 22:39",,,,,"Pee:small",
"Feed","2023-04-26 20:45",,,"Formula","Bottle","55ml",
"Diaper","2023-04-26 20:21",,,,,"Both",
"Feed","2023-04-26 18:30",,,"Formula","Bottle","80ml","Fussy"
"Diaper","2023-04-26 18:20",,,,,"Both",
"Feed","2023-04-26 16:39",,,"Formula","Bottle","50ml",
"Diaper","2023-04-26 16:05",,,,,"Both, pee:small poo:large",
"Feed","2023-04-26 14:27",,,"Formula","Bottle","80ml",
"Diaper","2023-04-26 14:05",,,,,"Both, pee:large poo:small",
"Feed","2023-04-26 12:20",,,"Formula","Bottle","80ml",
"Diaper","2023-04-26 12:05",,,,,"Both",
"Feed","2023-04-26 10:07",,,"Formula","Bottle","80ml",
"Diaper","2023-04-26 10:00",,,,,"Both, pee:small poo:small",
"Feed","2023-04-26 07:45",,,"Formula","Bottle","70ml",
"Diaper","2023-04-26 07:35",,,,,"Both, poo:medium",
"Feed","2023-04-26 04:36",,,"Formula","Bottle","50ml",
"Diaper","2023-04-26 04:30",,,,,"Both, pee:small poo:small",
"Diaper","2023-04-26 02:20",,,,,"Both, pee:small",
"Feed","2023-04-26 02:20",,,"Formula","Bottle","80ml","Used Nam"
"Feed","2023-04-25 23:38",,,"Formula","Bottle","80ml","Used nam"
"Diaper","2023-04-25 23:35",,,,,"Pee:small",
"Feed","2023-04-25 20:35",,,"Formula","Bottle","80ml","Used nam"
"Diaper","2023-04-25 20:00",,,,,"Both",
"Feed","2023-04-25 18:25",,,"Formula","Bottle","80ml",
"Diaper","2023-04-25 18:20",,,,,"Both",
"Feed","2023-04-25 16:20",,,"Formula","Bottle","80ml",
"Diaper","2023-04-25 16:15",,,,,"Pee",
"Diaper","2023-04-25 14:00",,,,,"Both",
"Feed","2023-04-25 13:20",,,"Formula","Bottle","80ml",
"Diaper","2023-04-25 12:30",,,,,"Both, pee:small poo:small",
"Feed","2023-04-25 10:40",,,"Formula","Bottle","60ml",
"Diaper","2023-04-25 10:35",,,,,"Both",
"Feed","2023-04-25 08:20",,,"Formula","Bottle","80ml",
"Diaper","2023-04-25 07:40",,,,,"Both",
"Feed","2023-04-25 06:00",,,"Formula","Bottle","75ml",
"Diaper","2023-04-25 05:50",,,,,"Both",
"Feed","2023-04-25 03:40",,,"Formula","Bottle","80ml",
"Diaper","2023-04-25 03:37",,,,,"Both, pee:small poo:small",
"Feed","2023-04-25 01:19",,,"Formula","Bottle","65ml",
"Diaper","2023-04-25 01:15",,,,,"Both, pee:medium poo:medium",
"Diaper","2023-04-24 22:20",,,,,"Both, pee:medium",
"Feed","2023-04-24 22:20",,,"Formula","Bottle","80ml",
"Feed","2023-04-24 19:10",,,"Formula","Bottle","80ml",
"Diaper","2023-04-24 19:00",,,,,"Both",
"Diaper","2023-04-24 16:50",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-24 15:55",,,"Formula","Bottle","80ml",
"Diaper","2023-04-24 15:50",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-24 13:05",,,"Formula","Bottle","70ml",
"Diaper","2023-04-24 13:00",,,,,"Both, pee:large poo:medium",
"Feed","2023-04-24 11:01",,,"Formula","Bottle","60ml",
"Diaper","2023-04-24 10:40",,,,,"Both",
"Feed","2023-04-24 08:55",,,"Formula","Bottle","70ml",
"Diaper","2023-04-24 08:49",,,,,"Both",
"Feed","2023-04-24 06:15",,,"Formula","Bottle","70ml",
"Diaper","2023-04-24 06:10",,,,,"Both",
"Feed","2023-04-24 04:15",,,"Formula","Bottle","60ml",
"Diaper","2023-04-24 04:05",,,,,"Both, pee:small",
"Diaper","2023-04-24 01:15",,,,,"Both",
"Feed","2023-04-24 01:15",,,"Formula","Bottle","70ml",
"Feed","2023-04-23 23:15",,,"Formula","Bottle","70ml",
"Diaper","2023-04-23 22:05",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-23 20:15",,,"Formula","Bottle","60ml",
"Diaper","2023-04-23 18:13",,,,,"Both, pee:small poo:small",
"Feed","2023-04-23 17:20",,,"Formula","Bottle","70ml",
"Diaper","2023-04-23 14:45",,,,,"Both",
"Feed","2023-04-23 14:30",,,"Formula","Bottle","45ml",
"Feed","2023-04-23 12:50",,,"Formula","Bottle","70ml",
"Diaper","2023-04-23 11:57",,,,,"Both, pee:small poo:small",
"Feed","2023-04-23 10:30",,,"Formula","Bottle","70ml",
"Diaper","2023-04-23 10:25",,,,,"Both, pee:medium poo:small",
"Diaper","2023-04-23 08:30",,,,,"Both, pee:small poo:small",
"Feed","2023-04-23 08:30",,,"Formula","Bottle","70ml",
"Feed","2023-04-23 06:35",,,"Formula","Bottle","30ml",
"Diaper","2023-04-23 06:20",,,,,"Both",
"Feed","2023-04-23 04:20",,,"Formula","Bottle","80ml",
"Diaper","2023-04-23 04:17",,,,,"Both",
"Feed","2023-04-23 02:02",,,"Formula","Bottle","45ml",
"Diaper","2023-04-23 01:56",,,,,"Both, pee:small poo:small",
"Diaper","2023-04-22 23:30",,,,,"Both, pee:small poo:small",
"Feed","2023-04-22 22:30",,,"Formula","Bottle","70ml",
"Diaper","2023-04-22 20:31",,,,,"Both, pee:large poo:small",
"Feed","2023-04-22 20:30",,,"Formula","Bottle","80ml","Threw up"
"Feed","2023-04-22 18:15",,,"Formula","Bottle","65ml",
"Diaper","2023-04-22 17:04",,,,,"Both, poo:medium",
"Feed","2023-04-22 16:08",,,"Formula","Bottle","80ml",
"Diaper","2023-04-22 16:05",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-22 13:10",,,"Formula","Bottle","40ml",
"Feed","2023-04-22 11:25",,,"Formula","Bottle","70ml",
"Diaper","2023-04-22 11:20",,,,,"Both",
"Feed","2023-04-22 09:19",,,"Formula","Bottle","60ml",
"Diaper","2023-04-22 09:15",,,,,"Both, pee:small poo:small",
"Diaper","2023-04-22 07:47",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-22 07:00",,,"Formula","Bottle","50ml",
"Feed","2023-04-22 05:20",,,"Formula","Bottle","30ml",
"Diaper","2023-04-22 04:45",,,,,"Both",
"Feed","2023-04-22 03:55",,,"Formula","Bottle","45ml",
"Diaper","2023-04-22 02:42",,,,,"Both, pee:small poo:small",
"Feed","2023-04-22 01:37",,,"Formula","Bottle","80ml",
"Diaper","2023-04-21 23:10",,,,,"Both, pee:small poo:small",
"Feed","2023-04-21 22:00",,,"Formula","Bottle","50ml",
"Feed","2023-04-21 21:20",,,"Formula","Bottle","30ml",
"Feed","2023-04-21 19:30",,,"Formula","Bottle","70ml","Threw up"
"Diaper","2023-04-21 19:26",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-21 17:25",,,"Formula","Bottle","90ml",
"Diaper","2023-04-21 15:40",,,,,"Both",
"Feed","2023-04-21 14:45",,,"Formula","Bottle","60ml",
"Diaper","2023-04-21 13:20",,,,,"Poo",
"Feed","2023-04-21 13:00",,,"Formula","Bottle","65ml",
"Diaper","2023-04-21 12:41",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-21 11:15",,,"Formula","Bottle","35ml",
"Diaper","2023-04-21 09:40",,,,,"Both",
"Feed","2023-04-21 08:55",,,"Formula","Bottle","65ml",
"Diaper","2023-04-21 08:46",,,,,"Both, pee:small poo:large",
"Feed","2023-04-21 06:09",,,"Formula","Bottle","30ml",
"Diaper","2023-04-21 05:55",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-21 04:16",,,"Formula","Bottle","70ml",
"Diaper","2023-04-21 02:40",,,,,"Both, poo:small",
"Feed","2023-04-21 01:41",,,"Formula","Bottle","70ml",
"Feed","2023-04-20 23:10",,,"Formula","Bottle","70ml",
"Diaper","2023-04-20 23:00",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-20 20:45",,,"Formula","Bottle","50ml",
"Diaper","2023-04-20 18:35",,,"Runny",,"Poo",
"Feed","2023-04-20 18:31",,,"Formula","Bottle","60ml",
"Diaper","2023-04-20 18:10",,,"Runny",,"Both, pee:medium poo:medium",
"Feed","2023-04-20 16:45",,,"Formula","Bottle","70ml",
"Feed","2023-04-20 15:24",,,"Formula","Bottle","35ml",
"Diaper","2023-04-20 15:00",,,,,"Both",
"Diaper","2023-04-20 13:30",,,,,"Both, pee:medium poo:large",
"Feed","2023-04-20 12:33",,,"Formula","Bottle","70ml",
"Diaper","2023-04-20 12:30",,,,,"Pee",
"Feed","2023-04-20 10:34",,,"Formula","Bottle","35ml",
"Diaper","2023-04-20 10:24",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-20 08:34",,,"Formula","Bottle","70ml",
"Diaper","2023-04-20 08:30",,,,,"Pee",
"Diaper","2023-04-20 07:10",,,,,"Pee",
"Feed","2023-04-20 06:00",,,"Formula","Bottle","55ml",
"Diaper","2023-04-20 05:50",,,,,"Pee",
"Feed","2023-04-20 02:54",,,"Formula","Bottle","70ml",
"Diaper","2023-04-20 02:50",,,,,"Pee",
"Diaper","2023-04-20 01:00",,,,,"Poo",
"Diaper","2023-04-20 00:01",,,,,"Pee:medium",
"Feed","2023-04-20 00:01",,,"Formula","Bottle","70ml",
"Feed","2023-04-19 21:30",,,"Formula","Bottle","80ml","Threw up"
"Diaper","2023-04-19 21:07",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-19 19:40",,,"Formula","Bottle","60ml",
"Diaper","2023-04-19 19:21",,,,,"Pee",
"Diaper","2023-04-19 18:20",,,,,"Poo:small",
"Feed","2023-04-19 17:30",,,"Formula","Bottle","60ml",
"Diaper","2023-04-19 17:20",,,,,"Both, pee:small poo:small",
"Feed","2023-04-19 14:22",,,"Formula","Bottle","60ml",
"Diaper","2023-04-19 12:45",,,,,"Both",
"Feed","2023-04-19 11:45",,,"Formula","Bottle","70ml",
"Diaper","2023-04-19 11:43",,,,,"Both, poo:large",
"Diaper","2023-04-19 10:24",,,,,"Both, pee:medium",
"Feed","2023-04-19 10:10",,,"Formula","Bottle","40ml",
"Diaper","2023-04-19 08:55",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-19 08:45",,,"Formula","Bottle","30ml",
"Diaper","2023-04-19 06:15",,,,,"Both, poo:small",
"Feed","2023-04-19 05:10",,,"Formula","Bottle","70ml",
"Feed","2023-04-19 03:00",,,"Formula","Bottle","40ml",
"Diaper","2023-04-19 02:55",,,,,"Pee",
"Feed","2023-04-19 01:10",,,"Formula","Bottle","30ml",
"Diaper","2023-04-19 00:50",,,,,"Pee",
"Feed","2023-04-18 23:20",,,"Formula","Bottle","40ml",
"Diaper","2023-04-18 23:15",,,,,"Pee",
"Feed","2023-04-18 21:57",,,"Formula","Bottle","15ml",
"Diaper","2023-04-18 21:36",,,,,"Pee",
"Diaper","2023-04-18 20:45",,,,,"Poo:medium",
"Feed","2023-04-18 20:10",,,"Formula","Bottle","70ml","Threw up"
"Diaper","2023-04-18 19:55",,,,,"Pee",
"Feed","2023-04-18 16:50",,,"Formula","Bottle","60ml",
"Diaper","2023-04-18 16:23",,,,,"Pee",
"Feed","2023-04-18 15:00",,,"Formula","Bottle","40ml",
"Diaper","2023-04-18 14:20",,,,,"Poo:large",
"Diaper","2023-04-18 14:10",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-18 12:45",,,"Formula","Bottle","65ml",
"Feed","2023-04-18 10:20",,,"Formula","Bottle","40ml",
"Diaper","2023-04-18 10:06",,,,,"Pee",
"Feed","2023-04-18 08:21",,,"Formula","Bottle","70ml",
"Diaper","2023-04-18 08:20",,,,,"Pee",
"Diaper","2023-04-18 06:35",,,,,"Poo",
"Feed","2023-04-18 05:45",,,"Formula","Bottle","70ml",
"Diaper","2023-04-18 05:34",,,,,"Both, pee:medium poo:medium",
"Diaper","2023-04-18 02:00",,,,,"Pee",
"Feed","2023-04-18 02:00",,,"Formula","Bottle","70ml",
"Diaper","2023-04-17 23:30",,,,,"Both",
"Feed","2023-04-17 22:05",,,"Formula","Bottle","80ml",
"Diaper","2023-04-17 21:00",,,,,"Pee",
"Feed","2023-04-17 20:00",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 19:54",,,,,"Poo:large",
"Diaper","2023-04-17 19:50",,,,,"Pee",
"Feed","2023-04-17 17:20",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 17:00",,,,,"Pee",
"Diaper","2023-04-17 16:00",,,,,"Poo",
"Feed","2023-04-17 15:30",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 15:00",,,,,"Pee",
"Feed","2023-04-17 13:40",,,"Formula","Bottle","30ml",
"Diaper","2023-04-17 13:30",,,,,"Pee",
"Feed","2023-04-17 11:20",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 10:30",,,,,"Pee",
"Diaper","2023-04-17 09:30",,,,,"Both, pee:small poo:large",
"Feed","2023-04-17 09:00",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 08:40",,,,,"Pee",
"Feed","2023-04-17 07:30",,,"Formula","Bottle","40ml",
"Diaper","2023-04-17 05:10",,,,,"Pee",
"Feed","2023-04-17 05:01",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 03:50",,,,,"Pee:small",
"Feed","2023-04-17 01:30",,,"Formula","Bottle","60ml",
"Diaper","2023-04-17 01:26",,,,,"Pee",
"Diaper","2023-04-16 22:29",,,,,"Both, pee:medium poo:medium",
"Feed","2023-04-16 20:55",,,"Formula","Bottle","55ml",
"Feed","2023-04-16 19:46",,,"Formula","Bottle","40ml",
"Diaper","2023-04-16 19:16",,,,,"Pee:small",
"Feed","2023-04-16 17:15",,,"Formula","Bottle","40ml",
"Diaper","2023-04-16 16:58",,,,,"Pee:medium",
"Feed","2023-04-16 14:30",,,"Formula","Bottle","70ml",
"Diaper","2023-04-16 14:00",,,,,"Pee:small",
"Diaper","2023-04-16 12:00",,,,,"Poo:medium",
"Diaper","2023-04-16 11:47",,,,,"Pee",
"Feed","2023-04-16 11:12",,,"Formula","Bottle","40ml",
"Diaper","2023-04-16 09:55",,,,,"Pee:small",
"Feed","2023-04-16 09:30",,,"Formula","Bottle","40ml",
"Diaper","2023-04-16 07:20",,,,,"Pee",
"Feed","2023-04-16 06:55",,,"Formula","Bottle","50ml",
"Feed","2023-04-16 04:47",,,"Formula","Bottle","35ml",
"Diaper","2023-04-16 03:11",,,,,"Pee:small",
"Feed","2023-04-16 01:56",,,"Formula","Bottle","60ml",
"Diaper","2023-04-16 01:50",,,,,"Both, pee:small poo:small",
"Feed","2023-04-15 22:50",,,"Formula","Bottle","55ml",
"Diaper","2023-04-15 22:30",,,,,"Both, pee:medium poo:small",
"Feed","2023-04-15 21:00",,,"Formula","Bottle","40ml",
"Diaper","2023-04-15 20:30",,,,,"Both, pee:small poo:large",
"Feed","2023-04-15 19:34",,,"Formula","Bottle","60ml",
"Feed","2023-04-15 18:00",,,"Formula","Bottle","10ml",
"Feed","2023-04-15 16:15",,,"Formula","Bottle","60ml",
"Feed","2023-04-15 14:30",,,"Formula","Bottle","50ml",
"Diaper","2023-04-15 14:00",,,,,"Pee:small",
"Feed","2023-04-15 12:05",,,"Formula","Bottle","70ml",
"Diaper","2023-04-15 10:11",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-15 09:37",,,"Breast Milk","Bottle","40ml",
"Feed","2023-04-15 09:37",,,"Formula","Bottle","30ml","Threw up"
"Diaper","2023-04-15 09:33",,,,,"Pee:small",
"Diaper","2023-04-15 08:31",,,,,"Both, pee:small poo:large",
"Feed","2023-04-15 07:31",,,"Formula","Bottle","70ml",
"Diaper","2023-04-15 05:14",,,,,"Pee:small",
"Feed","2023-04-15 04:17",,,"Formula","Bottle","60ml",
"Diaper","2023-04-15 02:05",,,,,"Pee:small",
"Diaper","2023-04-15 01:11",,,,,"Pee",
"Feed","2023-04-15 01:11",,,"Formula","Bottle","60ml",
"Feed","2023-04-14 22:15",,,"Formula","Bottle","30ml",
"Feed","2023-04-14 20:30",,,"Formula","Bottle","60ml",
"Diaper","2023-04-14 20:23",,,,,"Pee:small",
"Diaper","2023-04-14 18:55",,,,,"Both, pee:medium poo:large",
"Feed","2023-04-14 17:52",,,"Formula","Bottle","60ml",
"Feed","2023-04-14 15:27",,,"Formula","Bottle","50ml",
"Feed","2023-04-14 13:25",,,"Formula","Bottle","60ml",
"Diaper","2023-04-14 13:15",,,,,"Both, pee:small poo:medium",
"Feed","2023-04-14 11:30",,,"Formula","Bottle","20ml",
